;Code;Parent code level 1;Parent code;Level nr;Prometis_label_D_retail;Prometis_label_D_corp;Label NL
427;1411.0;C;141;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van kleding van leer
1054;14110.0;C;1411;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van kleding van leer
428;1412.0;C;141;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van werkkleding
1055;14120.0;C;1412;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van werkkleding
429;1413.0;C;141;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van andere bovenkleding
1056;14130.0;C;1413;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van andere bovenkleding
430;1414.0;C;141;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van onderkleding
1057;14140.0;C;1414;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van onderkleding
431;1419.0;C;141;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van andere kleding en toebehoren
1058;14191.0;C;1419;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van hoeden en petten
1059;14199.0;C;1419;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van andere kleding en toebehoren, n.e.g.
105;142.0;C;14;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van artikelen van bont
432;1420.0;C;142;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van artikelen van bont
1060;14200.0;C;1420;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van artikelen van bont
106;143.0;C;14;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van gebreide en gehaakte kleding
433;1431.0;C;143;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van gebreide en gehaakte kousen en sokken
1061;14310.0;C;1431;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van gebreide en gehaakte kousen en sokken
434;1439.0;C;143;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van andere gebreide en gehaakte kleding
1062;14390.0;C;1439;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van andere gebreide en gehaakte kleding
107;151.0;C;15;3.0;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Looien en bewerken van leer
435;1511.0;C;151;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Looien en bereiden van leer
1063;15110.0;C;1511;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Looien en bereiden van leer
436;1512.0;C;151;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van koffers, tassen en dergelijke en van zadel- en tuigmakerswerk
1064;15120.0;C;1512;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van koffers, tassen en dergelijke en van zadel- en tuigmakerswerk
108;152.0;C;15;3.0;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van schoeisel
437;1520.0;C;152;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van schoeisel
1065;15200.0;C;1520;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Vervaardiging van schoeisel
109;161.0;C;16;3.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Zagen en schaven van hout
438;1610.0;C;161;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Zagen en schaven van hout
1066;16100.0;C;1610;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Zagen en schaven van hout
110;162.0;C;16;3.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van artikelen van hout, kurk, riet of vlechtwerk
439;1621.0;C;162;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van fineer en van panelen op basis van hout
1067;16210.0;C;1621;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van fineer en van panelen op basis van hout
440;1622.0;C;162;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van geassembleerde parketvloeren
1068;16220.0;C;1622;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van geassembleerde parketvloeren
441;1623.0;C;162;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van ander schrijn- en timmerwerk
1069;16230.0;C;1623;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van ander schrijn- en timmerwerk
442;1624.0;C;162;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van houten emballage
1070;16240.0;C;1624;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van houten emballage
443;1629.0;C;162;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van andere artikelen van hout
1071;16291.0;C;1629;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van andere artikelen van hout
1072;16292.0;C;1629;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Vervaardiging van artikelen van kurk, riet of vlechtwerk
111;171.0;C;17;;;;Vervaardiging van papierpulp, papier en karton
444;1711.0;C;171;4.0;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van papierpulp
1073;17110.0;C;1711;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van papierpulp
445;1712.0;C;171;4.0;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van papier en karton
1074;17120.0;C;1712;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van papier en karton
112;172.0;C;17;;;;Vervaardiging van artikelen van papier of karton
446;1721.0;C;172;4.0;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van gegolfd papier en golfkarton en van verpakkingsmateriaal van papier en karton
1075;17210.0;C;1721;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van gegolfd papier en golfkarton en van verpakkingsmateriaal van papier en karton
447;1722.0;C;172;4.0;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van huishoudelijke en sanitaire papierwaren
1076;17220.0;C;1722;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van huishoudelijke en sanitaire papierwaren
448;1723.0;C;172;4.0;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van kantoorbenodigdheden van papier
1077;17230.0;C;1723;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van kantoorbenodigdheden van papier
449;1724.0;C;172;4.0;SECURITY EQUIPMENT AND MATERIALS FOR THE MAINTENANCE AND REPAIR OF THE DWELLING;EXPENSES - GOODS;Vervaardiging van behangpapier
1078;17240.0;C;1724;;SECURITY EQUIPMENT AND MATERIALS FOR THE MAINTENANCE AND REPAIR OF THE DWELLING;EXPENSES - GOODS;Vervaardiging van behangpapier
450;1729.0;C;172;4.0;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van andere artikelen van papier of karton
1079;17290.0;C;1729;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van andere artikelen van papier of karton
9;18.0;C;C;2.0;OTHER SERVICES;OTHER SERVICES;Drukkerijen, reproductie van opgenomen media
113;181.0;C;18;;OTHER SERVICES;OTHER SERVICES;Drukkerijen en diensten in verband met drukkerijen
451;1811.0;C;181;;OTHER SERVICES;OTHER SERVICES;Krantendrukkerijen
1080;18110.0;C;1811;;OTHER SERVICES;OTHER SERVICES;Krantendrukkerijen
452;1812.0;C;181;;OTHER SERVICES;OTHER SERVICES;Overige drukkerijen
1081;18120.0;C;1812;;OTHER SERVICES;OTHER SERVICES;Overige drukkerijen
453;1813.0;C;181;;OTHER SERVICES;OTHER SERVICES;Prepress- en premediadiensten
1082;18130.0;C;1813;;OTHER SERVICES;OTHER SERVICES;Prepress- en premediadiensten
454;1814.0;C;181;;OTHER SERVICES;OTHER SERVICES;Binderijen en aanverwante diensten
1083;18140.0;C;1814;;OTHER SERVICES;OTHER SERVICES;Binderijen en aanverwante diensten
114;182.0;C;18;;OTHER SERVICES;OTHER SERVICES;Reproductie van opgenomen media
455;1820.0;C;182;;OTHER SERVICES;OTHER SERVICES;Reproductie van opgenomen media
1084;18200.0;C;1820;;OTHER SERVICES;OTHER SERVICES;Reproductie van opgenomen media
10;19.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van cokes en van geraffineerde aardolieproducten
115;191.0;C;19;;;EXPENSES - GOODS;Vervaardiging van cokesovenproducten
456;1910.0;C;191;;;EXPENSES - GOODS;Vervaardiging van cokesovenproducten
1085;19100.0;C;1910;;;EXPENSES - GOODS;Vervaardiging van cokesovenproducten
116;192.0;C;19;;;EXPENSES - GOODS;Vervaardiging van geraffineerde aardolieproducten
457;1920.0;C;192;;;EXPENSES - GOODS;Vervaardiging van geraffineerde aardolieproducten
1086;19200.0;C;1920;;;EXPENSES - GOODS;Vervaardiging van geraffineerde aardolieproducten
11;20.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van chemische producten
117;201.0;C;20;;;EXPENSES - GOODS;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van kunststoffen en synthetische rubber in primaire vormen
458;2011.0;C;201;;;EXPENSES - GOODS;Vervaardiging van industriële gassen
1087;20110.0;C;2011;;;EXPENSES - GOODS;Vervaardiging van industriële gassen
459;2012.0;C;201;;;EXPENSES - GOODS;Vervaardiging van kleurstoffen en pigmenten
1088;20120.0;C;2012;;;EXPENSES - GOODS;Vervaardiging van kleurstoffen en pigmenten
460;2013.0;C;201;;;EXPENSES - GOODS;Vervaardiging van andere anorganische chemische basisproducten
1089;20130.0;C;2013;;;EXPENSES - GOODS;Vervaardiging van andere anorganische chemische basisproducten
461;2014.0;C;201;;;EXPENSES - GOODS;Vervaardiging van andere organische chemische basisproducten
1090;20140.0;C;2014;;;EXPENSES - GOODS;Vervaardiging van andere organische chemische basisproducten
462;2015.0;C;201;;;EXPENSES - GOODS;Vervaardiging van kunstmeststoffen en stikstofverbindingen
1091;20150.0;C;2015;;;EXPENSES - GOODS;Vervaardiging van kunstmeststoffen en stikstofverbindingen
463;2016.0;C;201;;;EXPENSES - GOODS;Vervaardiging van kunststoffen in primaire vormen
1092;20160.0;C;2016;;;EXPENSES - GOODS;Vervaardiging van kunststoffen in primaire vormen
464;2017.0;C;201;;;EXPENSES - GOODS;Vervaardiging van synthetische rubber in primaire vormen
1093;20170.0;C;2017;;;EXPENSES - GOODS;Vervaardiging van synthetische rubber in primaire vormen
118;202.0;C;20;;;EXPENSES - GOODS;Vervaardiging van verdelgingsmiddelen en van andere chemische producten voor de landbouw
465;2020.0;C;202;;;EXPENSES - GOODS;Vervaardiging van verdelgingsmiddelen en van andere chemische producten voor de landbouw
1094;20200.0;C;2020;;;EXPENSES - GOODS;Vervaardiging van verdelgingsmiddelen en van andere chemische producten voor de landbouw
119;203.0;C;20;;;EXPENSES - GOODS;Vervaardiging van verf, vernis e.d., drukinkt en mastiek
466;2030.0;C;203;;;EXPENSES - GOODS;Vervaardiging van verf, vernis e.d., drukinkt en mastiek
1095;20300.0;C;2030;;;EXPENSES - GOODS;Vervaardiging van verf, vernis e.d., drukinkt en mastiek
120;204.0;C;20;;;EXPENSES - GOODS;Vervaardiging van zeep, wasmiddelen, poets- en reinigingsmiddelen, parfums en toiletartikelen
467;2041.0;C;204;;;EXPENSES - GOODS;Vervaardiging van zeep en wasmiddelen, poets- en reinigingsmiddelen
1096;20411.0;C;2041;;;EXPENSES - GOODS;Vervaardiging van zeep en wasmiddelen
1097;20412.0;C;2041;;;EXPENSES - GOODS;Vervaardiging van poets- en reinigingsmiddelen
468;2042.0;C;204;;;EXPENSES - GOODS;Vervaardiging van parfums en toiletartikelen
1098;20420.0;C;2042;;;EXPENSES - GOODS;Vervaardiging van parfums en toiletartikelen
121;205.0;C;20;;;EXPENSES - GOODS;Vervaardiging van andere chemische producten
469;2051.0;C;205;;;EXPENSES - GOODS;Vervaardiging van kruit en springstoffen
1099;20510.0;C;2051;;;EXPENSES - GOODS;Vervaardiging van kruit en springstoffen
470;2052.0;C;205;;;EXPENSES - GOODS;Vervaardiging van lijm
1100;20520.0;C;2052;;;EXPENSES - GOODS;Vervaardiging van lijm
471;2053.0;C;205;;;EXPENSES - GOODS;Vervaardiging van etherische oliën
1101;20530.0;C;2053;;;EXPENSES - GOODS;Vervaardiging van etherische oliën
472;2059.0;C;205;;;EXPENSES - GOODS;Vervaardiging van andere chemische producten, n.e.g.
1102;20590.0;C;2059;;;EXPENSES - GOODS;Vervaardiging van andere chemische producten, n.e.g.
122;206.0;C;20;;;EXPENSES - GOODS;Vervaardiging van synthetische en kunstmatige vezels
473;2060.0;C;206;;;EXPENSES - GOODS;Vervaardiging van synthetische en kunstmatige vezels
1103;20600.0;C;2060;;;EXPENSES - GOODS;Vervaardiging van synthetische en kunstmatige vezels
12;21.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van farmaceutische grondstoffen en producten
123;211.0;C;21;;;EXPENSES - GOODS;Vervaardiging van farmaceutische grondstoffen
474;2110.0;C;211;;;EXPENSES - GOODS;Vervaardiging van farmaceutische grondstoffen
1104;21100.0;C;2110;;;EXPENSES - GOODS;Vervaardiging van farmaceutische grondstoffen
124;212.0;C;21;;;EXPENSES - GOODS;Vervaardiging van farmaceutische producten
475;2120.0;C;212;;;EXPENSES - GOODS;Vervaardiging van farmaceutische producten
1105;21201.0;C;2120;;;EXPENSES - GOODS;Vervaardiging van geneesmiddelen
1106;21209.0;C;2120;;;EXPENSES - GOODS;Vervaardiging van overige farmaceutische producten
13;22.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van producten van rubber of kunststof
125;221.0;C;22;;;EXPENSES - GOODS;Vervaardiging van producten van rubber
476;2211.0;C;221;;;EXPENSES - GOODS;Vervaardiging van binnen- en buitenbanden van rubber
1107;22110.0;C;2211;;;EXPENSES - GOODS;Vervaardiging van binnen- en buitenbanden van rubber
477;2219.0;C;221;;;EXPENSES - GOODS;Vervaardiging van andere producten van rubber
1108;22190.0;C;2219;;;EXPENSES - GOODS;Vervaardiging van andere producten van rubber
126;222.0;C;22;;;EXPENSES - GOODS;Vervaardiging van producten van kunststof
478;2221.0;C;222;;;EXPENSES - GOODS;Vervaardiging van platen, vellen, buizen en profielen van kunststof
1109;22210.0;C;2221;;;EXPENSES - GOODS;Vervaardiging van platen, vellen, buizen en profielen van kunststof
479;2222.0;C;222;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmateriaal van kunststof
1110;22220.0;C;2222;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmateriaal van kunststof
480;2223.0;C;222;;;EXPENSES - GOODS;Vervaardiging van kunststofartikelen voor de bouw
1111;22230.0;C;2223;;;EXPENSES - GOODS;Vervaardiging van kunststofartikelen voor de bouw
481;2229.0;C;222;;;EXPENSES - GOODS;Vervaardiging van andere producten van kunststof
1112;22290.0;C;2229;;;EXPENSES - GOODS;Vervaardiging van andere producten van kunststof
14;23.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van andere niet-metaalhoudende minerale producten
127;231.0;C;23;;;EXPENSES - GOODS;Vervaardiging van glas en glaswerk
482;2311.0;C;231;;;EXPENSES - GOODS;Vervaardiging van vlakglas
1113;23110.0;C;2311;;;EXPENSES - GOODS;Vervaardiging van vlakglas
483;2312.0;C;231;;;EXPENSES - GOODS;Vormen en bewerken van vlakglas
1114;23120.0;C;2312;;;EXPENSES - GOODS;Vormen en bewerken van vlakglas
484;2313.0;C;231;;;EXPENSES - GOODS;Vervaardiging van holglas
1115;23130.0;C;2313;;;EXPENSES - GOODS;Vervaardiging van holglas
485;2314.0;C;231;;;EXPENSES - GOODS;Vervaardiging van glasvezels
1116;23140.0;C;2314;;;EXPENSES - GOODS;Vervaardiging van glasvezels
486;2319.0;C;231;;;EXPENSES - GOODS;Vervaardiging en bewerking van ander glas (inclusief technisch glaswerk)
1117;23190.0;C;2319;;;EXPENSES - GOODS;Vervaardiging en bewerking van ander glas (inclusief technisch glaswerk)
128;232.0;C;23;;;EXPENSES - GOODS;Vervaardiging van vuurvaste producten
487;2320.0;C;232;;;EXPENSES - GOODS;Vervaardiging van vuurvaste producten
1118;23200.0;C;2320;;;EXPENSES - GOODS;Vervaardiging van vuurvaste producten
129;233.0;C;23;;;EXPENSES - GOODS;Vervaardiging van producten voor de bouw, van klei
488;2331.0;C;233;;;EXPENSES - GOODS;Vervaardiging van keramische tegels en plavuizen
1119;23310.0;C;2331;;;EXPENSES - GOODS;Vervaardiging van keramische tegels en plavuizen
489;2332.0;C;233;;;EXPENSES - GOODS;Vervaardiging van bakstenen, tegels en producten voor de bouw van gebakken klei
1120;23321.0;C;2332;;;EXPENSES - GOODS;Vervaardiging van bakstenen
1121;23322.0;C;2332;;;EXPENSES - GOODS;Vervaardiging van dakpannen, tegels en andere producten voor de bouw van gebakken klei
130;234.0;C;23;;;EXPENSES - GOODS;Vervaardiging van andere keramische producten
490;2341.0;C;234;;;EXPENSES - GOODS;Vervaardiging van huishoudelijk en sieraardewerk
1122;23410.0;C;2341;;;EXPENSES - GOODS;Vervaardiging van huishoudelijk en sieraardewerk
491;2342.0;C;234;;;EXPENSES - GOODS;Vervaardiging van sanitair aardewerk
1123;23420.0;C;2342;;;EXPENSES - GOODS;Vervaardiging van sanitair aardewerk
492;2343.0;C;234;;;EXPENSES - GOODS;Vervaardiging van isolatoren en isolatiemateriaal, van keramische stoffen
1124;23430.0;C;2343;;;EXPENSES - GOODS;Vervaardiging van isolatoren en isolatiemateriaal, van keramische stoffen
493;2344.0;C;234;;;EXPENSES - GOODS;Vervaardiging van ander technisch aardewerk
1125;23440.0;C;2344;;;EXPENSES - GOODS;Vervaardiging van ander technisch aardewerk
494;2349.0;C;234;;;EXPENSES - GOODS;Vervaardiging van andere keramische producten
1126;23490.0;C;2349;;;EXPENSES - GOODS;Vervaardiging van andere keramische producten
131;235.0;C;23;;;EXPENSES - GOODS;Vervaardiging van cement, kalk en gips
495;2351.0;C;235;;;EXPENSES - GOODS;Vervaardiging van cement
1127;23510.0;C;2351;;;EXPENSES - GOODS;Vervaardiging van cement
496;2352.0;C;235;;;EXPENSES - GOODS;Vervaardiging van kalk en gips
1128;23520.0;C;2352;;;EXPENSES - GOODS;Vervaardiging van kalk en gips
132;236.0;C;23;;;EXPENSES - GOODS;Vervaardiging van artikelen van beton, cement en gips
497;2361.0;C;236;;;EXPENSES - GOODS;Vervaardiging van artikelen van beton voor de bouw
1129;23610.0;C;2361;;;EXPENSES - GOODS;Vervaardiging van artikelen van beton voor de bouw
498;2362.0;C;236;;;EXPENSES - GOODS;Vervaardiging van artikelen van gips voor de bouw
1130;23620.0;C;2362;;;EXPENSES - GOODS;Vervaardiging van artikelen van gips voor de bouw
499;2363.0;C;236;;;EXPENSES - GOODS;Vervaardiging van stortklare beton
1131;23630.0;C;2363;;;EXPENSES - GOODS;Vervaardiging van stortklare beton
500;2364.0;C;236;;;EXPENSES - GOODS;Vervaardiging van mortel
1132;23640.0;C;2364;;;EXPENSES - GOODS;Vervaardiging van mortel
501;2365.0;C;236;;;EXPENSES - GOODS;Vervaardiging van producten van vezelcement
1133;23650.0;C;2365;;;EXPENSES - GOODS;Vervaardiging van producten van vezelcement
502;2369.0;C;236;;;EXPENSES - GOODS;Vervaardiging van andere artikelen van beton, gips en cement
1134;23690.0;C;2369;;;EXPENSES - GOODS;Vervaardiging van andere artikelen van beton, gips en cement
133;237.0;C;23;;;EXPENSES - GOODS;Houwen, bewerken en afwerken van natuursteen
503;2370.0;C;237;;;EXPENSES - GOODS;Houwen, bewerken en afwerken van natuursteen
1135;23700.0;C;2370;;;EXPENSES - GOODS;Houwen, bewerken en afwerken van natuursteen
134;239.0;C;23;;;EXPENSES - GOODS;Vervaardiging van andere schuurmiddelen en niet-metaalhoudende minerale producten n.e.g.
504;2391.0;C;239;;;EXPENSES - GOODS;Vervaardiging van schuur-, slijp- en polijstmiddelen
1136;23910.0;C;2391;;;EXPENSES - GOODS;Vervaardiging van schuur-, slijp- en polijstmiddelen
505;2399.0;C;239;;;EXPENSES - GOODS;Vervaardiging van andere niet-metaalhoudende minerale producten, n.e.g.
1137;23990.0;C;2399;;;EXPENSES - GOODS;Vervaardiging van andere niet-metaalhoudende minerale producten, n.e.g.
15;24.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van metalen in primaire vorm
135;241.0;C;24;;;EXPENSES - GOODS;Vervaardiging van ijzer en staal en van ferrolegeringen
506;2410.0;C;241;;;EXPENSES - GOODS;Vervaardiging van ijzer en staal en van ferrolegeringen
1138;24100.0;C;2410;;;EXPENSES - GOODS;Vervaardiging van ijzer en staal en van ferrolegeringen
136;242.0;C;24;;;EXPENSES - GOODS;Vervaardiging van buizen, pijpen, holle profielen en fittings daarvoor, van staal
507;2420.0;C;242;;;EXPENSES - GOODS;Vervaardiging van buizen, pijpen, holle profielen en fittings daarvoor, van staal
1139;24200.0;C;2420;;;EXPENSES - GOODS;Vervaardiging van buizen, pijpen, holle profielen en fittings daarvoor, van staal
137;243.0;C;24;;;EXPENSES - GOODS;Vervaardiging van andere producten van de eerste verwerking van staal
508;2431.0;C;243;;;EXPENSES - GOODS;Koudtrekken van staven
1140;24310.0;C;2431;;;EXPENSES - GOODS;Koudtrekken van staven
509;2432.0;C;243;;;EXPENSES - GOODS;Koudwalsen van bandstaal
1141;24320.0;C;2432;;;EXPENSES - GOODS;Koudwalsen van bandstaal
510;2433.0;C;243;;;EXPENSES - GOODS;Koudvervormen of koudfelsen
1142;24330.0;C;2433;;;EXPENSES - GOODS;Koudvervormen of koudfelsen
511;2434.0;C;243;;;EXPENSES - GOODS;Koudtrekken van draad
1143;24340.0;C;2434;;;EXPENSES - GOODS;Koudtrekken van draad
138;244.0;C;24;;;EXPENSES - GOODS;Productie van edele metalen en van andere non-ferrometalen
512;2441.0;C;244;;;EXPENSES - GOODS;Productie van edelmetalen
1144;24410.0;C;2441;;;EXPENSES - GOODS;Productie van edelmetalen
513;2442.0;C;244;;;EXPENSES - GOODS;Productie van aluminium
1145;24420.0;C;2442;;;EXPENSES - GOODS;Productie van aluminium
514;2443.0;C;244;;;EXPENSES - GOODS;Productie van lood, zink en tin
1146;24430.0;C;2443;;;EXPENSES - GOODS;Productie van lood, zink en tin
515;2444.0;C;244;;;EXPENSES - GOODS;Productie van koper
1147;24440.0;C;2444;;;EXPENSES - GOODS;Productie van koper
516;2445.0;C;244;;;EXPENSES - GOODS;Productie van andere non-ferrometalen
1148;24450.0;C;2445;;;EXPENSES - GOODS;Productie van andere non-ferrometalen
517;2446.0;C;244;;;EXPENSES - GOODS;Bewerking van splijt- en kweekstoffen
1149;24460.0;C;2446;;;EXPENSES - GOODS;Bewerking van splijt- en kweekstoffen
139;245.0;C;24;;;EXPENSES - GOODS;Gieten van metalen
518;2451.0;C;245;;;EXPENSES - GOODS;Gieten van ijzer
1150;24510.0;C;2451;;;EXPENSES - GOODS;Gieten van ijzer
519;2452.0;C;245;;;EXPENSES - GOODS;Gieten van staal
1151;24520.0;C;2452;;;EXPENSES - GOODS;Gieten van staal
520;2453.0;C;245;;;EXPENSES - GOODS;Gieten van lichte metalen
